obs_time_utc,corridor_file,name,city,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,congestion_ratio,road_closure,confidence,is_observed
2026-07-23 08:00:00+00:00,tt_bekasi,Tol Jakarta-Cikampek,Jabodetabek,15.0,17.0,1286.0,1135.0,0.1176470588235294,0.0,0.905741,True
2026-07-23 08:00:00+00:00,tt_bogor,Tol Jagorawi (Bogor),Jabodetabek,34.0,45.0,871.0,658.0,0.2444444444444444,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_bsd,BSD/Serpong,Jabodetabek,29.0,35.0,193.0,160.0,0.1714285714285713,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_cawang,Cawang interchange,Jabodetabek,43.0,43.0,62.0,62.0,0.0,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_depok,Jl. Margonda (Depok),Jabodetabek,26.0,31.0,2120.0,1778.0,0.1612903225806451,0.0,0.963845,True
2026-07-23 08:00:00+00:00,tt_gatsu,Jl. Gatot Subroto,Jabodetabek,25.0,45.0,94.0,52.0,0.4444444444444444,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_grogol,Grogol,Jabodetabek,34.0,40.0,358.0,304.0,0.15,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_kebonjeruk,Tol Kebon Jeruk,Jabodetabek,21.0,35.0,1931.0,1158.0,0.4,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_kelapagading,Kelapa Gading,Jabodetabek,20.0,29.0,1536.0,1059.0,0.3103448275862068,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_kuningan,Jl. HR Rasuna Said,Jabodetabek,16.0,20.0,273.0,218.0,0.1999999999999999,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_sudirman,Jl. Sudirman (HI),Jabodetabek,20.0,39.0,717.0,368.0,0.4871794871794872,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_tangerang,Tol Jakarta-Merak,Jabodetabek,38.0,47.0,244.0,197.0,0.1914893617021277,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_tbsimatupang,TB Simatupang,Jabodetabek,45.0,72.0,549.0,343.0,0.375,0.0,1.0,True
2026-07-23 08:00:00+00:00,tt_thamrin,Jl. MH Thamrin,Jabodetabek,10.0,21.0,574.0,273.0,0.5238095238095238,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_bekasi,Tol Jakarta-Cikampek,Jabodetabek,13.0,18.0,1484.0,1072.0,0.2777777777777778,0.0,0.944173,True
2026-07-23 09:00:00+00:00,tt_bogor,Tol Jagorawi (Bogor),Jabodetabek,34.0,44.0,871.0,673.0,0.2272727272727273,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_bsd,BSD/Serpong,Jabodetabek,34.0,34.0,165.0,165.0,0.0,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_cawang,Cawang interchange,Jabodetabek,43.0,43.0,62.0,62.0,0.0,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_depok,Jl. Margonda (Depok),Jabodetabek,23.0,31.0,2397.0,1778.0,0.2580645161290322,0.0,0.982528,True
2026-07-23 09:00:00+00:00,tt_gatsu,Jl. Gatot Subroto,Jabodetabek,7.0,43.0,336.0,54.0,0.8372093023255813,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_grogol,Grogol,Jabodetabek,31.0,40.0,393.0,304.0,0.2249999999999999,0.0,0.996927,True
2026-07-23 09:00:00+00:00,tt_kebonjeruk,Tol Kebon Jeruk,Jabodetabek,23.0,36.0,1763.0,1126.0,0.3611111111111111,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_kelapagading,Kelapa Gading,Jabodetabek,21.0,29.0,1463.0,1059.0,0.2758620689655172,0.0,0.997814,True
2026-07-23 09:00:00+00:00,tt_kuningan,Jl. HR Rasuna Said,Jabodetabek,21.0,21.0,208.0,208.0,0.0,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_sudirman,Jl. Sudirman (HI),Jabodetabek,16.0,39.0,897.0,368.0,0.5897435897435898,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_tangerang,Tol Jakarta-Merak,Jabodetabek,48.0,48.0,193.0,193.0,0.0,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_tbsimatupang,TB Simatupang,Jabodetabek,35.0,72.0,706.0,343.0,0.5138888888888888,0.0,1.0,True
2026-07-23 09:00:00+00:00,tt_thamrin,Jl. MH Thamrin,Jabodetabek,15.0,24.0,383.0,239.0,0.375,0.0,1.0,True
2026-07-23 10:00:00+00:00,tt_bekasi,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_bogor,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_bsd,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_cawang,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_depok,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_gatsu,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_grogol,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_kebonjeruk,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_kelapagading,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_kuningan,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_sudirman,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_tangerang,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_tbsimatupang,,,,,,,,,,False
2026-07-23 10:00:00+00:00,tt_thamrin,,,,,,,,,,False
2026-07-23 11:00:00+00:00,tt_bekasi,Tol Jakarta-Cikampek,Jabodetabek,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_bogor,Tol Jagorawi (Bogor),Jabodetabek,36.0,44.0,823.0,673.0,0.1818181818181817,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_bsd,BSD/Serpong,Jabodetabek,34.0,34.0,165.0,165.0,0.0,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_cawang,Cawang interchange,Jabodetabek,29.0,42.0,93.0,64.0,0.3095238095238095,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_depok,Jl. Margonda (Depok),Jabodetabek,25.0,31.0,2205.0,1778.0,0.1935483870967742,0.0,0.988949,True
2026-07-23 11:00:00+00:00,tt_gatsu,Jl. Gatot Subroto,Jabodetabek,5.0,44.0,471.0,53.0,0.8863636363636364,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_grogol,Grogol,Jabodetabek,31.0,40.0,393.0,304.0,0.2249999999999999,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_kebonjeruk,Tol Kebon Jeruk,Jabodetabek,20.0,35.0,2027.0,1158.0,0.4285714285714286,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_kelapagading,Kelapa Gading,Jabodetabek,20.0,29.0,1536.0,1059.0,0.3103448275862068,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_kuningan,Jl. HR Rasuna Said,Jabodetabek,13.0,21.0,336.0,208.0,0.3809523809523809,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_sudirman,Jl. Sudirman (HI),Jabodetabek,10.0,38.0,1435.0,377.0,0.736842105263158,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_tangerang,Tol Jakarta-Merak,Jabodetabek,36.0,48.0,257.0,193.0,0.25,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_tbsimatupang,TB Simatupang,Jabodetabek,32.0,73.0,773.0,338.0,0.5616438356164384,0.0,1.0,True
2026-07-23 11:00:00+00:00,tt_thamrin,Jl. MH Thamrin,Jabodetabek,11.0,22.0,522.0,261.0,0.5,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_bekasi,Tol Jakarta-Cikampek,Jabodetabek,13.0,17.0,1484.0,1135.0,0.2352941176470588,0.0,0.981727,True
2026-07-23 12:00:00+00:00,tt_bogor,Tol Jagorawi (Bogor),Jabodetabek,36.0,45.0,823.0,658.0,0.1999999999999999,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_bsd,BSD/Serpong,Jabodetabek,34.0,34.0,165.0,165.0,0.0,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_cawang,Cawang interchange,Jabodetabek,32.0,43.0,84.0,62.0,0.2558139534883721,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_depok,Jl. Margonda (Depok),Jabodetabek,26.0,31.0,2120.0,1778.0,0.1612903225806451,0.0,0.994845,True
2026-07-23 12:00:00+00:00,tt_gatsu,Jl. Gatot Subroto,Jabodetabek,6.0,46.0,392.0,51.0,0.8695652173913043,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_grogol,Grogol,Jabodetabek,30.0,40.0,406.0,304.0,0.25,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_kebonjeruk,Tol Kebon Jeruk,Jabodetabek,22.0,36.0,1843.0,1126.0,0.3888888888888888,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_kelapagading,Kelapa Gading,Jabodetabek,19.0,29.0,1617.0,1059.0,0.3448275862068966,0.0,0.999754,True
2026-07-23 12:00:00+00:00,tt_kuningan,Jl. HR Rasuna Said,Jabodetabek,13.0,20.0,336.0,218.0,0.35,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_sudirman,Jl. Sudirman (HI),Jabodetabek,16.0,39.0,897.0,368.0,0.5897435897435898,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_tangerang,Tol Jakarta-Merak,Jabodetabek,40.0,47.0,231.0,197.0,0.1489361702127659,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_tbsimatupang,TB Simatupang,Jabodetabek,53.0,71.0,466.0,348.0,0.2535211267605634,0.0,1.0,True
2026-07-23 12:00:00+00:00,tt_thamrin,Jl. MH Thamrin,Jabodetabek,11.0,23.0,522.0,249.0,0.5217391304347826,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_bekasi,Tol Jakarta-Cikampek,Jabodetabek,18.0,18.0,1072.0,1072.0,0.0,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_bogor,Tol Jagorawi (Bogor),Jabodetabek,45.0,45.0,658.0,658.0,0.0,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_bsd,BSD/Serpong,Jabodetabek,29.0,34.0,193.0,165.0,0.1470588235294118,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_cawang,Cawang interchange,Jabodetabek,43.0,43.0,62.0,62.0,0.0,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_depok,Jl. Margonda (Depok),Jabodetabek,26.0,31.0,2120.0,1778.0,0.1612903225806451,0.0,0.993347,True
2026-07-23 13:00:00+00:00,tt_gatsu,Jl. Gatot Subroto,Jabodetabek,28.0,44.0,84.0,53.0,0.3636363636363636,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_grogol,Grogol,Jabodetabek,34.0,40.0,358.0,304.0,0.15,0.0,0.997806,True
2026-07-23 13:00:00+00:00,tt_kebonjeruk,Tol Kebon Jeruk,Jabodetabek,24.0,36.0,1689.0,1126.0,0.3333333333333333,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_kelapagading,Kelapa Gading,Jabodetabek,23.0,29.0,1335.0,1059.0,0.2068965517241379,0.0,1.0,True
2026-07-23 13:00:00+00:00,tt_kuningan,Jl. HR Rasuna Said,Jabodetabek,15.0,21.0,291.0,208.0,0.2857142857142857,0.0,1.0,True
