model,horizon,MAE,RMSE,evaluated_points
Adaptive ST-GNN,1,4.536604881286621,6.948820757820452,672
Adaptive ST-GNN,3,5.433190822601318,8.094487572721414,672
Adaptive ST-GNN,6,5.9925537109375,8.535349325619402,672
