model,horizon,MAE,RMSE,evaluated_points
Fixed ST-GNN,1,4.2452473640441895,6.815628313416205,672
Fixed ST-GNN,3,5.33394718170166,7.9985688836823625,672
Fixed ST-GNN,6,6.201991558074951,8.789140190628851,672
