seed,corridor,horizon,fixed_mae,adaptive_mae,improvement_pct
2026,tt_kelapagading,6,5.554347479166666,2.8393603541666668,48.880397475732586
2026,tt_kuningan,1,2.2432726041666666,2.2927874791666665,-2.2072607184713373
2026,tt_kuningan,3,2.4342683541666665,2.43909525,-0.19828938847564737
2026,tt_kuningan,6,2.3646865416666665,2.416728041666667,-2.2007779501853504
2026,tt_sudirman,1,4.60141425,4.354605229166666,5.363764430323438
2026,tt_sudirman,3,6.839371270833333,6.054552999999999,11.47500610443844
2026,tt_sudirman,6,9.082857562500001,7.730819937499999,14.885597574293149
2026,tt_tangerang,1,4.835882270833333,4.841669291666667,-0.11966835644939505
2026,tt_tangerang,3,5.85171275,5.984639125,-2.2715806581585922
2026,tt_tangerang,6,5.641066333333334,6.728884395833334,-19.2839083644883
2026,tt_tbsimatupang,1,12.842000729166665,11.837405854166667,7.822728686803214
2026,tt_tbsimatupang,3,16.265726375,15.9071563125,2.204451582630291
2026,tt_tbsimatupang,6,16.802322854166665,18.153180083333336,-8.039705229397395
2026,tt_thamrin,1,2.7142424166666665,2.4562915000000003,9.50360642375684
2026,tt_thamrin,3,3.278190333333333,2.6786513020833334,18.28871939355564
2026,tt_thamrin,6,4.5061859375,2.9291858125,34.99633940704427
