model,horizon,MAE,RMSE,evaluated_points
Fixed ST-GNN,1,4.2953996658325195,6.853299659072337,672
Fixed ST-GNN,3,5.458243370056152,8.097811707082313,672
Fixed ST-GNN,6,6.327362060546875,8.903854958256888,672
