model,horizon,MAE,RMSE,evaluated_points
Adaptive ST-GNN,1,4.125479698181152,6.7521728974212385,672
Adaptive ST-GNN,3,5.2896857261657715,7.878791017687335,672
Adaptive ST-GNN,6,6.3575568199157715,8.65036835520107,672
