model,horizon,MAE,RMSE,evaluated_points
Fixed ST-GNN,1,7.4832377433776855,10.024257992041886,672
Fixed ST-GNN,3,7.727072715759277,10.266252240160172,672
Fixed ST-GNN,6,8.065352439880371,10.643680083515045,672
