loss,val_loss,learning_rate
1.0063329935073853,0.9651737809181213,0.0010000000474974513
0.7665483951568604,0.6605899930000305,0.0010000000474974513
0.5803455710411072,0.43603935837745667,0.0010000000474974513
0.4971647560596466,0.3587759733200073,0.0010000000474974513
0.47715041041374207,0.35270920395851135,0.0010000000474974513
0.4680125415325165,0.34884655475616455,0.0010000000474974513
0.4600197970867157,0.3405492603778839,0.0010000000474974513
0.4585457444190979,0.33440008759498596,0.0010000000474974513
0.4488973319530487,0.3289697468280792,0.0010000000474974513
0.4418194890022278,0.3259386420249939,0.0010000000474974513
0.44339802861213684,0.32267969846725464,0.0010000000474974513
0.4330502450466156,0.3182259798049927,0.0010000000474974513
0.4257310926914215,0.3138895630836487,0.0010000000474974513
0.4200285077095032,0.3114088177680969,0.0010000000474974513
0.41669049859046936,0.30863797664642334,0.0010000000474974513
0.40702328085899353,0.3049783408641815,0.0010000000474974513
0.4088362753391266,0.3027173578739166,0.0010000000474974513
0.3987989127635956,0.2998008131980896,0.0010000000474974513
0.39729705452919006,0.29522520303726196,0.0010000000474974513
0.3873071074485779,0.29423514008522034,0.0010000000474974513
0.3858508765697479,0.2961987853050232,0.0010000000474974513
0.37802448868751526,0.3025507926940918,0.0010000000474974513
0.3699987828731537,0.3045824468135834,0.0010000000474974513
0.3681674599647522,0.3055804669857025,0.0010000000474974513
0.3641601800918579,0.3067866861820221,0.0010000000474974513
0.3508214056491852,0.31202438473701477,0.0005000000237487257
0.35019585490226746,0.31387966871261597,0.0005000000237487257
0.3486708402633667,0.31831684708595276,0.0005000000237487257
0.3409416675567627,0.323905885219574,0.0005000000237487257
0.3427641987800598,0.32193857431411743,0.0005000000237487257
