model,horizon,MAE,RMSE,evaluated_points
Adaptive ST-GNN,1,4.044153213500977,6.450462253773253,672
Adaptive ST-GNN,3,4.615439414978027,7.111645681765825,672
Adaptive ST-GNN,6,4.759512901306152,6.92481949223227,672
