obs_time_utc,name,city,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,congestion_ratio,road_closure,confidence
2026-08-12 04:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,35.0,1173.0,972.0,0.17142857142857137,0.0,0.997015
2026-08-12 06:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,35.0,1173.0,972.0,0.17142857142857137,0.0,0.997002
2026-08-12 07:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,35.0,1173.0,972.0,0.17142857142857137,0.0,0.997005
2026-08-12 09:00:00+00:00,Jl. Salemba Raya,Jabodetabek,24.0,35.0,1418.0,972.0,0.3142857142857143,0.0,0.996135
2026-08-12 11:00:00+00:00,Jl. Salemba Raya,Jabodetabek,23.0,35.0,1479.0,972.0,0.34285714285714286,0.0,0.998372
2026-08-12 12:00:00+00:00,Jl. Salemba Raya,Jabodetabek,24.0,34.0,1418.0,1001.0,0.2941176470588235,0.0,0.998189
2026-08-12 14:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-12 15:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-12 17:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-12 19:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-12 20:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-12 22:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 00:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 01:00:00+00:00,Jl. Salemba Raya,Jabodetabek,27.0,35.0,1260.0,972.0,0.22857142857142854,0.0,0.998185
2026-08-13 03:00:00+00:00,Jl. Salemba Raya,Jabodetabek,27.0,36.0,1260.0,945.0,0.25,0.0,0.995507
2026-08-13 04:00:00+00:00,Jl. Salemba Raya,Jabodetabek,26.0,34.0,1309.0,1001.0,0.23529411764705888,0.0,0.997017
2026-08-13 06:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,36.0,1173.0,945.0,0.19444444444444442,0.0,0.992736
2026-08-13 08:00:00+00:00,Jl. Salemba Raya,Jabodetabek,25.0,35.0,1361.0,972.0,0.2857142857142857,0.0,0.997002
2026-08-13 09:00:00+00:00,Jl. Salemba Raya,Jabodetabek,22.0,34.0,1547.0,1001.0,0.3529411764705882,0.0,0.998499
2026-08-13 11:00:00+00:00,Jl. Salemba Raya,Jabodetabek,22.0,35.0,1547.0,972.0,0.37142857142857144,0.0,0.996857
2026-08-13 13:00:00+00:00,Jl. Salemba Raya,Jabodetabek,23.0,35.0,1479.0,972.0,0.34285714285714286,0.0,0.999571
2026-08-13 14:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,34.0,1173.0,1001.0,0.1470588235294118,0.0,0.997849
2026-08-13 16:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 17:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 19:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 21:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-13 22:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 00:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 02:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 03:00:00+00:00,Jl. Salemba Raya,Jabodetabek,29.0,35.0,1173.0,972.0,0.17142857142857137,0.0,0.994022
2026-08-14 05:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 06:00:00+00:00,Jl. Salemba Raya,Jabodetabek,27.0,35.0,1260.0,972.0,0.22857142857142854,0.0,0.994018
2026-08-14 08:00:00+00:00,Jl. Salemba Raya,Jabodetabek,26.0,35.0,1309.0,972.0,0.2571428571428571,0.0,0.996512
2026-08-14 10:00:00+00:00,Jl. Salemba Raya,Jabodetabek,26.0,35.0,1309.0,972.0,0.2571428571428571,0.0,0.999339
2026-08-14 11:00:00+00:00,Jl. Salemba Raya,Jabodetabek,26.0,35.0,1309.0,972.0,0.2571428571428571,0.0,0.999341
2026-08-14 13:00:00+00:00,Jl. Salemba Raya,Jabodetabek,27.0,34.0,1260.0,1001.0,0.20588235294117652,0.0,0.99748
2026-08-14 14:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 16:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 18:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 19:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 21:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-14 23:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 00:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 02:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 03:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 05:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 07:00:00+00:00,Jl. Salemba Raya,Jabodetabek,28.0,35.0,1215.0,972.0,0.19999999999999996,0.0,0.998503
2026-08-15 08:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 10:00:00+00:00,Jl. Salemba Raya,Jabodetabek,26.0,35.0,1309.0,972.0,0.2571428571428571,0.0,0.996355
2026-08-15 12:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 13:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 15:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 16:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 18:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
2026-08-15 20:00:00+00:00,Jl. Salemba Raya,Jabodetabek,34.0,34.0,1001.0,1001.0,0.0,0.0,1.0
